0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1.797172706217194,-0.4621093160143609,1.3775418204231793,-0.006760671537689344,-1.6506395547360768,0.7384236259358317,0.08128494490024198,0.3938627724682683,-0.7785443429809106,0.2581935643722235,-0.21535753193678187,-0.5549540343953275,0.29939627747444786,-0.006003331128864031,0.7361156763809414,0.6826980711448913,-0.13993150609028684,-0.8490818595094279
-0.6056595124649,-0.6684236457488877,-0.5470643266080568,-0.3655170304522409,-0.6076512235560982,-0.29962497132678845,-0.4754678588085114,0.5976413420103809,-0.7729158501578738,0.5026008630037863,0.3038244324339593,-0.26770488333339354,-0.09122352515235235,-0.031271774864555846,0.15424702427217973,-0.5674991096279148,-0.4106540584658861,-0.5171356109101074
2.2961983394276997,2.8769491938635983,0.14366968028052607,-1.3234152026245718,-0.984069972430292,0.22597783286011697,-0.30889245958825096,-0.9073223910513828,1.319620399950887,0.8201289049897895,-0.23950322217638798,-0.26755898903684555,0.4330026455208048,0.5661583991119319,0.19071760702279145,0.18355004786383958,-0.2328555473881407,0.04211495430167315
-0.6080319174516151,-0.2432931839102257,-0.3297641715676623,-0.3445349499746368,-1.000472946362861,-0.18112272800912058,-0.656986860025392,0.3610621592675153,-0.6886439875368892,-0.1665227759953088,-0.19619622091830086,-0.33753593928139325,-0.3732443459248137,0.017099894323465092,0.03678685200900894,0.595606659826955,0.33657890480296926,-0.1764400038561583
-0.6948680946772441,-1.260738420197139,0.21480418408069238,0.19884939870079074,-0.23211500616722908,-0.26829989698232115,-0.5486516866058767,-0.2950335168234224,0.01691053252137653,-0.1482366855150377,0.6498168307617362,-0.3278505225667687,0.2119540433818779,-0.5327860743917272,-0.0855598577503451,0.007869913583756813,-0.4188424688549982,0.006987400026843775
1.123904071260651,0.27786511617084386,1.0542512414578957,-1.2795398597232608,1.0241611627749894,-1.181198728006766,0.7200299540431874,-0.33514750750082156,-0.40380698591576614,0.010571540625092468,0.1577562107558721,0.2207654036244567,-0.569279613204446,-0.032022520093934304,-0.11824274919580181,-0.3863229401547417,-0.17516839946835563,-0.5561947508083195
-0.8557224217784531,-0.35215804641951437,0.9258343252880863,-0.1513101863714992,-0.2946173781549705,1.188610063402914,0.3616009257498084,0.4950385826018443,-0.6147300349132401,-0.07204655661314557,-0.20194017100692546,-0.15990150065232608,-0.23880992914322266,0.09896747821219101,-0.274846977130553,0.04023553591145068,-0.11349681835957383,-0.18455743081795487
2.02723782463594,-0.37920439961805735,0.36498805900024184,0.4480087146340975,1.0286390741742626,-0.16703340320103607,-1.0599991842790428,-0.6110980265503863,-0.24940360251985272,0.06792483879113709,-0.4459030707707723,0.7951831300591958,0.07138526970807349,0.07226021105015079,0.0011433839169074228,-0.21808452209054413,0.002449607657075775,-0.07909810524050329
-0.719674007981927,-0.7694354553235466,-0.4880142224193464,-0.4609722920143139,0.1525509769589315,-0.09239863623098468,0.32727185257934654,-0.08908931799484765,0.5457608373928652,0.6635192503280859,0.49122229628453784,-0.5634387761234724,1.043802604979511,0.7026277417050762,0.21770039029583427,0.4045054672559784,-0.5297630345240071,0.33142654493936585
-0.5637976541135914,-1.4615364455049515,-0.24604468508867489,0.031791444234220236,0.11526864715662187,-0.6022151607405075,-0.15300725001020551,-0.39025731881794595,0.43254503945954315,-0.40481544091389404,0.2704213458449065,0.15920935414429968,-0.5028640730803756,-0.2967263964779146,0.13900145639821143,0.12904319064276873,-0.5193572704871515,0.5515104433835722
